Manuscript,coteString,
http://rdfh.ch/0112/0aieRN1bRI6EZ6nvHoUTAg,MS 3 B/4a,
http://rdfh.ch/0112/v3IJ_L6GS9y2A_grBCGKzA,MS 5 A/13b,
http://rdfh.ch/0112/VUhB2I8bRQa4TaH6qC9Q6Q,MS 5 A/17a,
http://rdfh.ch/0112/_26UzpMxQwuDN7XmDgrYVQ,MS 5 A/22a,
http://rdfh.ch/0112/C7t1aRkeSl2V-bYA41ROSA,MS 5 A/23a,
http://rdfh.ch/0112/0msk85nhTEeb2Vy-Y02MGg,MS 5 B/1a,
http://rdfh.ch/0112/J38FdRRoQNChK9-zYYab4Q,MS 5 B/2a,
http://rdfh.ch/0112/AZm2MJWgQxO6uCBWkloV_w,MS 5 B/3a,
http://rdfh.ch/0112/lUBjTGaYTL-JcbZZ0PdbCQ,MS 5 B/3b,
http://rdfh.ch/0112/0pxVJfV-StKwwLg74Mo_uQ,MS 5 B/3c,
http://rdfh.ch/0112/ifTdzpQlQiC_zdMBbGvtXg,MS 5 B/4a,
http://rdfh.ch/0112/pmRAPRDcT4ma3zFhCk2cVQ,MS 5 B/4b,
http://rdfh.ch/0112/Gm9I2-8IRhC7n2D8sLmOIg,MS 5 B/4c,
http://rdfh.ch/0112/WUBPMzXERpKeAp6xD-jMIw,MS 5 B/4d,
http://rdfh.ch/0112/xaucf8ENTdig9zTMMDUXQg,MS 5 B/4e,
http://rdfh.ch/0112/0jDHrmIJTnmFLA-m-ALLMw,MS 5 B/4f,
http://rdfh.ch/0112/xLN0d_jFRwyKwRgQrZ3x3w,MS 5 B/4g,
http://rdfh.ch/0112/38-lflmNRbWiqEAp5DCGVA,MS 5 B/4h,
http://rdfh.ch/0112/_krK14slQUy0JK4_u9vGKg,MS 5 B/4i,
http://rdfh.ch/0112/B66rDoZIQtiruGrXZ-syPQ,MS 5 B/4j,
http://rdfh.ch/0112/v6CYrGgxT9SXrPSzklM9cw,MS 5 B/4k,
http://rdfh.ch/0112/5WqZNHUjSSG6B41AzO1bbw,MS 5 B/4l,
http://rdfh.ch/0112/z9GG4-5ARlic3QSVwoGh4g,MS 5 C/1a,
http://rdfh.ch/0112/7QizIiRJRx-dMjAhRNaAMQ,MS 5 C/2a,
http://rdfh.ch/0112/g2mUU-3_TECwfkON8mLkOQ,MS 5 C/3a,
http://rdfh.ch/0112/MOtQUmUSTBm1rPFXbjLmsg,MS 5 C/3b,
http://rdfh.ch/0112/uOoXlRrBRUGD5rxrMH0dag,MS 5 C/4a,
http://rdfh.ch/0112/C7_G0sJTS6mqORtUm52FOA,MS 5 D/2a,
http://rdfh.ch/0112/tEbpvN8HSmyOcIz6RxA-1w,MS 5 D/3a,
http://rdfh.ch/0112/KrZqxjMNTVSrlLGpDfwNtQ,MS 5 D/4a,
http://rdfh.ch/0112/sxAHhhkLTAy9U5UvnG4WuA,MS 5 D/5a,
http://rdfh.ch/0112/A2U4ZtAlQt2gAfPHHFW99Q,MS 5 D/6a,
http://rdfh.ch/0112/e3D3XXbGQbiS1bvXmof59A,MS 5 E/1a,
http://rdfh.ch/0112/H6E6ZJi_TRaajnfMKbEgsA,MS 5 E/2a,
http://rdfh.ch/0112/_CD6j77rQWO-7Kpqq8e9Bw,MS 5 E/3a,
http://rdfh.ch/0112/JPIQ50ULQcms8znpNymVvw,MS 5 E/5a,
http://rdfh.ch/0112/GDoinL7cRqWM6rTY8B6TSg,MS 4 B/8a,
http://rdfh.ch/0112/arNxbLAhQmO4PFCx_ijPwQ,MS 4 B/15a,
